# 
# This file contains the parameter values of the Design Points successfully updated by ANSYS Workbench.
# Project name: 01
# Creation date: 03/17/2020 23:40:44
# 
# 03/17/2020 23:40:44
# The parameters defined in the project are:
# ,P1 - SV,P2 - L [mm],P3 - W [mm],P10 - XYPlane.H17 [mm],P5 - XYPlane.V8 [mm],P8 - XYPlane.V15 [mm],P7 - XYPlane.V10 [mm],P9 - XYPlane.V14 [mm],P11 - XYPlane.H18 [mm],P12 - h [mm],P13 - XYPlane.H20 [mm],P14 - XYPlane.H21 [mm],P15 - XYPlane.H22 [mm],P16 - XYPlane.H23 [mm],P17 - XYPlane.H24 [mm],P18 - XYPlane.H25 [mm],P20 - XYPlane.H27 [mm],P21 - XYPlane.H28 [mm],P22 - XYPlane.H29 [mm],P23 - XYPlane.H30 [mm]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P10,P5,P8,P7,P9,P11,P12,P13,P14,P15,P16,P17,P18,P20,P21,P22,P23
DP 0,1,155,25,33,0,6.2500000000000053,6.6662,6.9042,2.6790000000000007,0,0,3.0545368954192771,3.1859876506250688,4.4230428967444722,4.3011503904946675,70.8125,43.249999999999993,109.75,86.1875,70.8125
